136;235;8000000;48.644;7.9;Crime#Drama;US#US;US
137;13475;150000000;64.523;7.4;Science Fiction#Action#Adventure;US#US#US;US
138;1892;32350000;39.271;7.9;Adventure#Action#Science Fiction;US;US
139;845;1200000;63.518;7.7;Crime#Thriller;US;US
140;599;1752000;33.365;8.3;Drama;US;US
141;7508;2600000;35.861;8;Drama;IN#IN#IN;IN
142;103;1900000;74.747;8.142;Crime#Drama;##US;US
143;280;102000000;75.084;8.119;Action#Thriller#Science Fiction;US#US#US#FR;US
144;284;3000000;26.598;8.2;Comedy#Drama#Romance;US#US;US
145;74643;15000000;14.212;7.454;Drama#Comedy#Romance;BE#FR#FR#FR#FR#FR#FR;FR
146;24428;220000000;176.955;7.719;Science Fiction#Action#Adventure;US;US
147;887;2100000;17.252;7.783;Drama#Romance#War;US#US#US;US
148;115;15000000;62.672;7.8;Comedy#Crime;US#GB#US;US
149;910;250000;27.341;7.6;Mystery#Crime#Thriller;US;US
150;2503;70000000;50.313;7.43;Action#Drama#Mystery#Thriller;US#US#####FR#DE;US
151;826;3000000;39.5;7.8;Drama#History#War;GB;GB
152;155;185000000;160.102;8.515;Drama#Action#Crime#Thriller;US#US#GB#GB#US;US
153;11778;15000000;30.217;8.003;Drama#War;US#GB;US
154;1422;90000000;59.129;8.2;Drama#Thriller#Crime;US#US#US#US#HK;US
155;1955;5000000;32.155;8.034;Drama#History;US#US;US
156;9552;12000000;142.213;7.7;Horror#Drama;#US;US
157;961;750000;27.675;7.964;Comedy#Action#Adventure#War;#US;US
158;238;6000000;269.616;8.69;Drama#Crime;US#US;US
159;962;923000;15.26;7.995;Adventure#Comedy#Drama;US;US
160;37247;3000000;37.511;7.643;Drama#Romance#Comedy;US##US;US
161;596;800000;17.295;7.8;Drama;US;US
162;914;2000000;28.841;8.3;Comedy#War;US;US
163;5925;4000000;37.095;7.9;Adventure#Drama#War;US#US;US
164;497;60000000;157.809;8.507;Fantasy#Drama#Crime;US#US;US
165;49051;250000000;166.099;7.357;Adventure#Fantasy#Action;US#US#NZ#US;US
166;990;2000000;20.217;7.677;Drama#Romance;#US;US
167;10098;250000;41.679;8.175;Comedy#Drama;US;US
168;247;320000;22.056;7.655;Crime#Thriller;US#US;US
169;45269;15000000;32.538;7.7;Drama#History;US#GB#GB;GB
170;8587;45000000;127.371;8.3;Family#Animation#Drama;US#US;US
171;121;79000000;141.436;8.4;Adventure#Fantasy#Action;US#NZ#US;US
172;963;375000;22.717;7.709;Mystery#Crime#Thriller;US;US
173;11697;3200000;26.006;7.78;Western;US#;US
174;982;2200000;25.348;7.524;Thriller#Drama;#US;US
175;603;63000000;110.9;8.218;Action#Science Fiction;US##US#US;US
176;3112;795000;44.461;7.9;Crime#Drama#Thriller;#US;US
177;423;35000000;47.528;8.381;Drama#War;PL#FR#PL#DE#PL#FR#FR#FR#PL#GB;FR#DE#PL#GB
178;1124;40000000;114.869;8.2;Drama#Mystery#Science Fiction;US#US#US#GB;US#GB
179;2493;16000000;62.065;7.7;Adventure#Family#Fantasy#Comedy#Romance;US#US#US;US
180;278;25000000;230.79;8.7;Drama#Crime;US;US
181;694;19000000;105.437;8.2;Horror#Thriller;US#GB#GB#US;US
182;274;19000000;17.305;8.3;Crime#Drama#Thriller;US#US;US
183;745;40000000;67.614;8;Mystery#Thriller#Drama;US#US#US#US;US
184;9277;5500000;23.376;8.024;Comedy#Crime#Drama;US#US#US;US
185;218;6400000;103.024;7.661;Action#Thriller#Science Fiction;GB#US;US
186;1091;15000000;66.356;8.1;Horror#Mystery#Science Fiction;US#US;US
187;1092;0;24.307;7.921;Thriller#Mystery;GB;GB
188;3090;3800000;27.195;8;Adventure#Drama#Western;US;US
189;37165;60000000;81.336;8.144;Comedy#Drama;US#US;US
190;117;25000000;44.131;7.765;Crime#History#Thriller;US#US;US
191;629;6000000;46.363;8.2;Drama#Crime#Thriller;US#;US
192;576;6244087;38.427;7.598;Western;US;US
193;630;2777000;68.389;7.6;Adventure#Fantasy#Family;US;US
194;7345;25000000;37.638;8.1;Drama;US#US#US#US;US
195;595;2000000;35.129;8;Drama;#;US
196;8392;3700000;75.908;8.1;Fantasy#Animation#Family;JP#JP#JP;JP
197;1480;829000;27.881;7.757;Crime#Thriller#Mystery;US;US
198;862;30000000;122.612;8;Animation#Adventure#Family#Comedy;US;US
199;627;4000000;41.585;8;Drama#Crime;#GB#GB;GB
200;110;0;23.742;7.9;Drama#Mystery#Romance;FR#FR#CH#PL#CH;FR
